message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.294983048";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.290851665";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.287003278";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.278766206";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.274856539";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.271246612";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.262900318";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.258798457";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.255580110";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.247772815";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.243838147";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.108271, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.238603437";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.230656919";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.227645762";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.108271, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.214232894";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.211220533";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.194942585";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.179101269";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.162927425";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.148038193";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.108271, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.131615993";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Spawning turtle [turtle1] at x=[5.544445], y=[5.544445], theta=[0.000000]";"20";"turtlesim1.turtle1";"1759998969.440757737";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle_frame.cpp:spawnTurtle:248"
"Starting turtlesim with node name /turtlesim1/turtle1";"20";"turtlesim1.turtle1";"1759998969.417244116";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle_frame.cpp:TurtleFrame:147"
"Spawning turtle [turtle1] at x=[5.544445], y=[5.544445], theta=[0.000000]";"20";"turtlesim3.turtle3";"1759998969.464786779";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle_frame.cpp:spawnTurtle:248"
"Starting turtlesim with node name /turtlesim3/turtle3";"20";"turtlesim3.turtle3";"1759998969.446904198";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle_frame.cpp:TurtleFrame:147"
"Spawning turtle [turtle1] at x=[5.544445], y=[5.544445], theta=[0.000000]";"20";"turtlesim2.turtle2";"1759998969.478211666";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle_frame.cpp:spawnTurtle:248"
"Starting turtlesim with node name /turtlesim2/turtle2";"20";"turtlesim2.turtle2";"1759998969.458021220";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle_frame.cpp:TurtleFrame:147"
